ensembl_gene_id	description	external_gene_name	gene_biotype
AT1G04945	HIT-type zinc finger family protein [Source:UniProtKB/TrEMBL;Acc:F4I765]		protein_coding
AT4G21880	Pentatricopeptide repeat-containing protein At4g21880, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O49711]		protein_coding
AT1G05120	Helicase protein with RING/U-box domain [Source:TAIR;Acc:AT1G05120]		protein_coding
AT5G06830	CDK5RAP3-like protein [Source:UniProtKB/Swiss-Prot;Acc:Q9FG23]		protein_coding
AT5G66060	Probable prolyl 4-hydroxylase 10 [Source:UniProtKB/Swiss-Prot;Acc:F4JZ24]	P4H10	protein_coding
AT4G33780	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q8LCF7]		protein_coding
AT2G02955	TATA box-binding protein-associated factor RNA polymerase I subunit B [Source:UniProtKB/Swiss-Prot;Acc:Q5XVF0]	MEE12	protein_coding
AT2G35150	EXL7 [Source:UniProtKB/TrEMBL;Acc:A0A178VYH7]	EXL7	protein_coding
AT1G44820	Aminoacylase [Source:UniProtKB/TrEMBL;Acc:Q9LPE9]		protein_coding
AT5G62575	SDH7B [Source:UniProtKB/TrEMBL;Acc:A0A178UBI4]	SDH7B	protein_coding
AT2G14265			protein_coding
AT2G45920	U-box domain-containing protein 37 [Source:UniProtKB/Swiss-Prot;Acc:Q683D5]	PUB37	protein_coding
AT2G13640	Putative uncharacterized protein At2g13640 [Source:UniProtKB/TrEMBL;Acc:Q9SIT3]		protein_coding
AT4G26780	GrpE protein homolog [Source:UniProtKB/TrEMBL;Acc:Q8LB47]	AR192	protein_coding
AT5G23990	ferric reduction oxidase 5 [Source:TAIR;Acc:AT5G23990]	ATFRO5	protein_coding
AT1G51430	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G28370.1); Has 13 Blast hits to 13 proteins in 4 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 13; Viruses - 0; Other Eukaryotes - 0 (source: /.../BLink). [Source:TAIR;Acc:AT1G51430]		protein_coding
AT5G18770	F-box/FBD/LRR-repeat protein At5g18770 [Source:UniProtKB/Swiss-Prot;Acc:Q93ZK9]		protein_coding
AT5G62960	At5g62960 [Source:UniProtKB/TrEMBL;Acc:Q6NPD1]		protein_coding
AT3G57890	Tubulin binding cofactor C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4J4K6]		protein_coding
AT2G01420	Auxin efflux carrier component [Source:UniProtKB/TrEMBL;Acc:A0A178VZS2]	PIN4	protein_coding
AT1G55430	Cysteine/histidine-rich C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q4TU44]		protein_coding
AT5G54240	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FL72]		protein_coding
AT2G18680	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: male gametophyte, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; BES /.../idopsis thaliana protein match is: unknown protein (TAIR:AT2G18690.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT2G18680]		protein_coding
AT1G63630	Tetratricopeptide repeat (TPR)-like superfamily protein [Source:TAIR;Acc:AT1G63630]		protein_coding
AT2G23340	Ethylene-responsive transcription factor ERF008 [Source:UniProtKB/Swiss-Prot;Acc:O22174]	ERF008	protein_coding
AT3G03010	AT3G03010 protein [Source:UniProtKB/TrEMBL;Acc:Q9M8U2]		protein_coding
AT1G53720	Peptidyl-prolyl cis-trans isomerase CYP59 [Source:UniProtKB/Swiss-Prot;Acc:Q6Q151]	CYP59	protein_coding
AT3G29560	unknown protein; Has 0 Blast hits to 0 proteins in 0 species (source: NCBI BLink). [Source:TAIR;Acc:AT3G29560]		protein_coding
AT4G31770	Lariat debranching enzyme [Source:UniProtKB/Swiss-Prot;Acc:Q94K01]	DBR1	protein_coding
AT3G05920	Heavy metal-associated isoprenylated plant protein 43 [Source:UniProtKB/Swiss-Prot;Acc:Q9SFF7]	HIPP43	protein_coding
AT5G51400	Gene1000 protein [Source:UniProtKB/TrEMBL;Acc:P94032]		protein_coding
AT1G71490	Pentatricopeptide repeat-containing protein At1g71490 [Source:UniProtKB/Swiss-Prot;Acc:Q9C9I6]	PCMP-E67	protein_coding
AT2G38650	Probable galacturonosyltransferase 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVI7]	GAUT7	protein_coding
AT5G40520	unknown protein; Has 3679 Blast hits to 2474 proteins in 390 species: Archae - 10; Bacteria - 571; Metazoa - 1012; Fungi - 528; Plants - 214; Viruses - 74; Other Eukaryotes - 1270 (source: NCBI BLink). [Source:TAIR;Acc:AT5G40520]		protein_coding
AT3G23230	Ethylene-responsive transcription factor ERF098 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTC5]	ERF098	protein_coding
AT3G11070	Outer membrane OMP85 family protein [Source:UniProtKB/TrEMBL;Acc:Q9SRL6]		protein_coding
AT1G18710	MYB transcription factor [Source:UniProtKB/TrEMBL;Acc:Q9M9U2]	AtMYB47	protein_coding
AT2G22460	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q84RJ3]		protein_coding
AT1G22250	F16L1.2 protein [Source:UniProtKB/TrEMBL;Acc:Q9LM21]		protein_coding
AT1G65650	Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A178WM46]	UCH2	protein_coding
AT3G25460	Putative F-box protein At3g25460 [Source:UniProtKB/Swiss-Prot;Acc:Q9LSV6]		protein_coding
AT1G31770	ABC transporter G family member 14 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6W5]	ABCG14	protein_coding
AT5G14520	Pescadillo homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9LYK7]	PES	protein_coding
AT4G29700	Alkaline-phosphatase-like protein [Source:UniProtKB/TrEMBL;Acc:Q9SU81]		protein_coding
AT3G19130	Polyadenylate-binding protein RBP47B [Source:UniProtKB/Swiss-Prot;Acc:Q0WW84]	RBP47B	protein_coding
AT3G48400	Cysteine/Histidine-rich C1 domain family protein [Source:UniProtKB/TrEMBL;Acc:F4JDY6]		protein_coding
AT1G28630	unknown protein; Has 647 Blast hits to 524 proteins in 85 species: Archae - 0; Bacteria - 6; Metazoa - 100; Fungi - 44; Plants - 83; Viruses - 0; Other Eukaryotes - 414 (source: NCBI BLink). [Source:TAIR;Acc:AT1G28630]		protein_coding
AT5G59000	At5g59000 [Source:UniProtKB/TrEMBL;Acc:Q2HIG9]		protein_coding
AT5G58200	Calcineurin-like metallo-phosphoesterase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4KDK1]		protein_coding
AT1G60360	RING/U-box domain-containing protein [Source:UniProtKB/TrEMBL;Acc:O80757]		protein_coding
AT5G38040	Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:W8PUC5]	UGT76E7	protein_coding
AT4G25490	DRE/CRT-binding factor 1 [Source:UniProtKB/TrEMBL;Acc:B6DTR3]	DREB1B	protein_coding
AT1G14560	Mitochondrial carrier protein CoAc1 [Source:UniProtKB/Swiss-Prot;Acc:F4HW79]	COAC1	protein_coding
AT3G48800	Putative uncharacterized protein T21J18_70 [Source:UniProtKB/TrEMBL;Acc:Q9M303]		protein_coding
AT1G62590	Pentatricopeptide repeat-containing protein At1g62590 [Source:UniProtKB/Swiss-Prot;Acc:Q9SXD8]		protein_coding
AT2G37975	At2g37975 [Source:UniProtKB/TrEMBL;Acc:Q8LG42]		protein_coding
AT1G15400	Uncharacterized protein At1g15400 [Source:UniProtKB/Swiss-Prot;Acc:Q9XI29]		protein_coding
AT3G06110	Dual specificity protein phosphatase 1B [Source:UniProtKB/Swiss-Prot;Acc:Q9M8K7]	DSPTP1B	protein_coding
AT1G19485	Transducin/WD-40 repeat-containing protein [Source:UniProtKB/TrEMBL;Acc:F4HP69]		protein_coding
AT5G55300	DNA topoisomerase 1 [Source:UniProtKB/TrEMBL;Acc:F4K3F4]	TOP1ALPHA	protein_coding
AT4G23700	Cation/H(+) antiporter 17 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUQ7]	CHX17	protein_coding
AT1G23140	Protein C2-DOMAIN ABA-RELATED 8 [Source:UniProtKB/Swiss-Prot;Acc:O49303]	CAR8	protein_coding
AT4G21515			protein_coding
AT5G11510	Transcription factor MYB3R-4 [Source:UniProtKB/Swiss-Prot;Acc:Q94FL9]	MYB3R4	protein_coding
AT2G28625	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - /.../Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). [Source:TAIR;Acc:AT2G28625]		protein_coding
AT1G49790	F-box associated ubiquitination effector family protein [Source:UniProtKB/TrEMBL;Acc:F4I3E1]		protein_coding
AT1G05460	Probable RNA helicase SDE3 [Source:UniProtKB/Swiss-Prot;Acc:Q8GYD9]	SDE3	protein_coding
AT1G47210	Cyclin-A3-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6A9]	CYCA3-2	protein_coding
AT5G04410	NAC domain-containing protein 78 [Source:UniProtKB/Swiss-Prot;Acc:Q84K00]	NAC078	protein_coding
AT2G20620	UPF0725 protein At2g20620 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIU9]		protein_coding
AT1G47400	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G47395.1); Has 11 Blast hits to 11 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 11; Viruses - 0; Other Eukaryotes - 0 (source: /.../BLink). [Source:TAIR;Acc:AT1G47400]		protein_coding
AT5G36200	Putative F-box protein At5g36200 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHK1]		protein_coding
AT5G28770	Basic leucine zipper 63 [Source:UniProtKB/Swiss-Prot;Acc:B9DGI8]	BZIP63	protein_coding
AT5G60380	Protein of Unknown Function (DUF239) [Source:TAIR;Acc:AT5G60380]		protein_coding
AT2G19920	RNA-dependent RNA polymerase family protein [Source:TAIR;Acc:AT2G19920]		protein_coding
AT5G61620	Probable transcription factor At5g61620 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKF9]		protein_coding
AT1G65342	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Has 5 Blast hits to 5 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 5; Viruses - /.../her Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT1G65342]		protein_coding
AT1G16750	At1g16750/F19K19_26 [Source:UniProtKB/TrEMBL;Acc:Q8L7U6]		protein_coding
AT5G64730	Putative uncharacterized protein At5g64730 [Source:UniProtKB/TrEMBL;Acc:Q94AH2]		protein_coding
AT3G47820	PUB39 [Source:UniProtKB/TrEMBL;Acc:A0A178V8W3]	PUB39	protein_coding
AT1G15085			protein_coding
AT4G16550	HSP20-like chaperone [Source:TAIR;Acc:AT4G16550]		protein_coding
AT5G52670	Emb|CAA71173.1 [Source:UniProtKB/TrEMBL;Acc:Q9LTF0]		protein_coding
AT1G67630	DNA polymerase alpha subunit B [Source:UniProtKB/TrEMBL;Acc:F4HTP2]	POLA2	protein_coding
AT2G43940	HOL3 [Source:UniProtKB/TrEMBL;Acc:A0A178VV10]	HOL3	protein_coding
AT2G41620	Nuclear pore complex protein NUP93A [Source:UniProtKB/Swiss-Prot;Acc:O22224]	NUP93A	protein_coding
AT4G29630	Cytidine deaminase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9S847]	CDA3	protein_coding
AT4G07526	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G33528.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eu /.../es - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT4G07526]		protein_coding
AT2G27160	unknown protein; Has 13 Blast hits to 13 proteins in 4 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 0; Plants - 11; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink). [Source:TAIR;Acc:AT2G27160]		protein_coding
AT2G42680	MBF1A [Source:UniProtKB/TrEMBL;Acc:A0A178VSD5]	MBF1A	protein_coding
AT3G04300	At3g04300 [Source:UniProtKB/TrEMBL;Acc:Q9M8Y6]		protein_coding
AT4G22305	Carboxylesterase SOBER1 [Source:UniProtKB/Swiss-Prot;Acc:Q84WK4]	SOBER1	protein_coding
AT5G13830	FtsJ [Source:UniProtKB/TrEMBL;Acc:Q9SXH3]		protein_coding
AT5G54380	Receptor-like protein kinase THESEUS 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LK35]	THE1	protein_coding
AT2G21510	DNAJ heat shock N-terminal domain-containing protein [Source:TAIR;Acc:AT2G21510]		protein_coding
AT1G68526	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Has 0 Blast hits to 0 proteins in 0 species (source: NCBI BLink). [Source:TAIR;Acc:AT1G68526]		protein_coding
AT5G39620	Ras-related protein RABG1 [Source:UniProtKB/Swiss-Prot;Acc:Q948K6]	RABG1	protein_coding
AT5G29070	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; BEST Arabidopsis thaliana protein match is: zinc ion binding;nucleic acid binding (TAIR:AT4G06479.1); Has 5 Blast hits to 5 proteins in 1 s /.../: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 5; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT5G29070]		protein_coding
AT3G49305	Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q3E7N2]		protein_coding
AT4G33495	RPD1 [Source:UniProtKB/TrEMBL;Acc:A0A178V474]	RPD1	protein_coding
AT1G11180	Secretory carrier membrane protein (SCAMP) family protein [Source:TAIR;Acc:AT1G11180]		protein_coding
AT2G24860	At2g24860/F27C12.22 [Source:UniProtKB/TrEMBL;Acc:Q9SK46]		protein_coding
AT2G20570	Transcription activator GLK1 [Source:UniProtKB/TrEMBL;Acc:F4IVF9]	GPRI1	protein_coding
AT3G62340	Probable WRKY transcription factor 68 [Source:UniProtKB/Swiss-Prot;Acc:Q93WV6]	WRKY68	protein_coding
AT3G20730	Pentatricopeptide repeat-containing protein At3g20730 [Source:UniProtKB/Swiss-Prot;Acc:Q9LT48]	PCMP-E94	protein_coding
AT5G23120	photosystem II stability/assembly factor, chloroplast (HCF136) [Source:TAIR;Acc:AT5G23120]	HCF136	protein_coding
AT3G14220	GDSL esterase/lipase At3g14220 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJP2]		protein_coding
AT3G20410	Calcium-dependent protein kinase 9 [Source:UniProtKB/Swiss-Prot;Acc:Q38868]	CPK9	protein_coding
AT1G80130	F18B13.21 protein [Source:UniProtKB/TrEMBL;Acc:Q9SSC6]		protein_coding
AT4G36720	HVA22-like protein k [Source:UniProtKB/Swiss-Prot;Acc:Q6NLY8]	HVA22K	protein_coding
AT1G56230	Putative uncharacterized protein At1g56230 [Source:UniProtKB/TrEMBL;Acc:Q9C7J8]		protein_coding
AT2G38500	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8GY13]		protein_coding
AT5G41780	Myosin heavy chain-like [Source:UniProtKB/TrEMBL;Acc:Q9FJ36]		protein_coding
AT5G10780	CONTAINS InterPro DOMAIN/s: Uncharacterised conserved protein UCP017207, transmembrane protein 85 (InterPro:IPR016687), Protein of unknown function DUF1077 (InterPro:IPR009445); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bac /.../- 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G10780]		protein_coding
AT5G63470	AT5G63470 protein [Source:UniProtKB/TrEMBL;Acc:B9DG64]	NFYC4	protein_coding
AT3G07195	RPM1-interacting protein 4 (RIN4) family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSZ8]		protein_coding
AT1G79950	RAD3-like DNA-binding helicase protein [Source:UniProtKB/TrEMBL;Acc:F4HQE2]		protein_coding
AT1G58320	Protein PLANT CADMIUM RESISTANCE 9 [Source:UniProtKB/Swiss-Prot;Acc:P0CW98]	PCR9	protein_coding
AT3G08760	AT3G08760 protein [Source:UniProtKB/TrEMBL;Acc:Q9C9Y3]	ATSIK	protein_coding
AT3G44480	Disease resistance protein (TIR-NBS-LRR class) family [Source:UniProtKB/TrEMBL;Acc:A0A1I9LP82]	RPP1	protein_coding
AT1G19950	HVA22-like protein h [Source:UniProtKB/Swiss-Prot;Acc:Q8LEM6]	HVA22H	protein_coding
AT1G01490	Heavy metal transport/detoxification superfamily protein [Source:TAIR;Acc:AT1G01490]		protein_coding
AT5G47340	Palmitoyl protein thioesterase family protein [Source:UniProtKB/TrEMBL;Acc:F4JX42]		protein_coding
AT3G01420	Alpha-dioxygenase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGH6]	DOX1	protein_coding
AT1G60260	beta glucosidase 5 [Source:TAIR;Acc:AT1G60260]	BGLU5	nontranslating_CDS
AT1G61600	T25B24.5 protein [Source:UniProtKB/TrEMBL;Acc:Q9SY90]		protein_coding
AT1G69350	Putative pentatricopeptide repeat-containing protein At1g69350, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9C507]	PCMP-E66	protein_coding
AT5G38280	PR5-like receptor kinase [Source:TAIR;Acc:AT5G38280]	PR5K	protein_coding
AT2G39795	Uncharacterized protein At2g39795, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8W487]		protein_coding
AT5G64710	Emb|CAB71880.1 [Source:UniProtKB/TrEMBL;Acc:Q9FGG2]		protein_coding
AT2G28510	Dof zinc finger protein DOF2.1 [Source:UniProtKB/Swiss-Prot;Acc:Q8LE43]	DOF2.1	protein_coding
AT5G04870	CPK1 [Source:UniProtKB/TrEMBL;Acc:A0A178UQJ5]	CPK1	protein_coding
AT2G45135	RING/U-box family protein [Source:UniProtKB/TrEMBL;Acc:F4IW24]		protein_coding
AT5G28290	NEK3 [Source:UniProtKB/TrEMBL;Acc:A0A178UI68]	NEK3	protein_coding
AT3G58510	DEAD-box ATP-dependent RNA helicase 11 [Source:UniProtKB/Swiss-Prot;Acc:Q8LA13]	RH11	protein_coding
AT3G28140	Putative uncharacterized protein At3g28140/MMG15_15 [Source:UniProtKB/TrEMBL;Acc:Q9LRS3]		protein_coding
AT4G29290	Putative defensin-like protein 160 [Source:UniProtKB/Swiss-Prot;Acc:Q9M0F2]	LCR26	protein_coding
AT1G67490	Mannosyl-oligosaccharide glucosidase GCS1 [Source:UniProtKB/Swiss-Prot;Acc:F4HTM3]	GCS1	protein_coding
AT5G55550	RNA-binding (RRM/RBD/RNP motifs) family protein [Source:TAIR;Acc:AT5G55550]		protein_coding
AT3G54480	F-box protein SKIP5 [Source:UniProtKB/Swiss-Prot;Acc:Q94FT2]	SKIP5	protein_coding
AT1G16490	Transcription factor MYB58 [Source:UniProtKB/Swiss-Prot;Acc:Q9SA47]	MYB58	protein_coding
AT5G05190	Protein ENHANCED DISEASE RESISTANCE 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHK4]	EDR4	protein_coding
AT4G32200	Meiosis-specific protein ASY2 [Source:UniProtKB/Swiss-Prot;Acc:F4JTJ9]	ASY2	protein_coding
AT3G26420	Glycine-rich RNA-binding protein RZ1A [Source:UniProtKB/Swiss-Prot;Acc:Q9LIN3]	RZ1A	protein_coding
AT1G62330	O-fucosyltransferase family protein [Source:UniProtKB/TrEMBL;Acc:F4HYR4]		protein_coding
AT4G11650	OSM34 [Source:UniProtKB/TrEMBL;Acc:A0A178V0T2]	OSM34	protein_coding
AT1G13790	Factor of DNA methylation 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LMH6]	FDM4	protein_coding
AT3G57720	At3g57720 [Source:UniProtKB/TrEMBL;Acc:A1A6H5]		protein_coding
AT2G45300	3-phosphoshikimate 1-carboxyvinyltransferase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P05466]		protein_coding
AT5G45875	Defensin-like protein 229 [Source:UniProtKB/Swiss-Prot;Acc:P82646]	SCRL27	protein_coding
AT1G61255	At1g61255 [Source:UniProtKB/TrEMBL;Acc:O22721]		protein_coding
AT1G62780	Putative uncharacterized protein At1g62780 [Source:UniProtKB/TrEMBL;Acc:Q8VY70]		protein_coding
AT1G22980	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G22970.1); Has 52 Blast hits to 50 proteins in 17 species: Archae - 0; Bacteria - 0; Metazoa - 8; Fungi - 0; Plants - 44; Viruses - 0; Other Eukaryotes - 0 (source /.../ BLink). [Source:TAIR;Acc:AT1G22980]		protein_coding
AT1G03410	1-aminocyclopropane-1-carboxylate oxidase homolog 5 [Source:UniProtKB/Swiss-Prot;Acc:Q43383]	2A6	protein_coding
AT5G49050	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FI65]		protein_coding
AT5G23680	At5g23680 [Source:UniProtKB/TrEMBL;Acc:Q9LSZ8]		protein_coding
AT5G37140	p-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4K5W4]		protein_coding
AT5G51650	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FHL9]		protein_coding
AT4G03330	SYP123 [Source:UniProtKB/TrEMBL;Acc:A0A178V4Y6]	SYP123	protein_coding
AT1G61640	AarF domain-containing kinase [Source:UniProtKB/TrEMBL;Acc:Q8L6Y8]		protein_coding
AT3G47570	Probable LRR receptor-like serine/threonine-protein kinase At3g47570 [Source:UniProtKB/Swiss-Prot;Acc:C0LGP4]		protein_coding
AT3G62700	ABC transporter C family member 14 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZJ5]	ABCC14	protein_coding
AT1G12390	Protein cornichon homolog 4 [Source:UniProtKB/Swiss-Prot;Acc:Q84W04]		protein_coding
AT4G39470	AT4g39470/F23K16_100 [Source:UniProtKB/TrEMBL;Acc:Q94A56]		protein_coding
AT5G05920	Deoxyhypusine synthase [Source:UniProtKB/Swiss-Prot;Acc:Q9FI94]	DHS	protein_coding
AT1G22220	AUF2 [Source:UniProtKB/TrEMBL;Acc:A0A178W7K5]		protein_coding
AT2G30990	Protein of unknown function (DUF688) [Source:TAIR;Acc:AT2G30990]		protein_coding
AT2G10560	Putative uncharacterized protein At2g10560 [Source:UniProtKB/TrEMBL;Acc:Q9SI86]		protein_coding
AT5G65640	Transcription factor bHLH93 [Source:UniProtKB/Swiss-Prot;Acc:Q9LSL1]	BHLH93	protein_coding
AT1G55570	At1g55570/T5A14_1 [Source:UniProtKB/TrEMBL;Acc:Q9ZVV4]	sks12	protein_coding
AT5G60200	Dof zinc finger protein DOF5.3 [Source:UniProtKB/Swiss-Prot;Acc:Q84TE9]	DOF5.3	protein_coding
AT1G48420	Bifunctional D-cysteine desulfhydrase/1-aminocyclopropane-1-carboxylate deaminase, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:F4HYF3]	DCD	protein_coding
AT1G23640	F5O8.19 protein [Source:UniProtKB/TrEMBL;Acc:Q9ZUD1]		protein_coding
AT3G46660	Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:W8QNL7]	UGT76E12	protein_coding
AT4G18830	Transcription repressor OFP5 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZN1]	OFP5	protein_coding
AT5G39020	Probable receptor-like protein kinase At5g39020 [Source:UniProtKB/Swiss-Prot;Acc:Q9FID6]		protein_coding
AT4G25900	Aldose 1-epimerase family protein [Source:UniProtKB/TrEMBL;Acc:Q940G5]		protein_coding
AT5G47140	GATA transcription factor 27 [Source:UniProtKB/Swiss-Prot;Acc:Q5PP38]	GATA27	protein_coding
AT1G15620	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q1PFV8]		protein_coding
AT3G06850	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9M7Z1]	BCE2	protein_coding
AT4G01990	Pentatricopeptide repeat-containing protein At4g01990, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q93WC5]		protein_coding
AT4G13830	Chaperone protein dnaJ 20, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SDN0]	ATJ20	protein_coding
AT1G01335	Auxin-responsive endogenous peptide 1 [Source:UniProtKB/Swiss-Prot;Acc:P0DKH9]	AREP1	protein_coding
AT5G42850	Thioredoxin-like protein Clot [Source:UniProtKB/Swiss-Prot;Acc:Q9FMN4]		protein_coding
AT5G08420	KRR1 small subunit processome component [Source:UniProtKB/TrEMBL;Acc:A0A178UIZ9]		protein_coding
AT5G44350	Ethylene-regulated nuclear protein ERT2-like protein [Source:UniProtKB/TrEMBL;Acc:Q9FKV3]		protein_coding
AT1G61030	Putative uncharacterized protein T7P1.16 [Source:UniProtKB/TrEMBL;Acc:Q9C951]		protein_coding
